text,emotion
i have mixed feelings about selling it which surprised me but i really need the space more than i need the rack,surprise
i find myself thinking about how the students feel which obviously i 100 understand but also i find myself showing teacher like characteristics which has really surprised me,surprise
i hope you guys won't feel surprised why am i blogging at this time yeah i'm not heading to bed yet,surprise
i feel like people are still constantly surprised that i 39 m good at something,surprise
i also feel surprised by myself the whole permit not get i choose i have to come,surprise
i know things are different but i can t help but feel every time i m surprised by these changes,surprise
i don t think i will stop feeling surprised by the generosity of total strangers i feel it s true what they say the irish are regarded as the most generous people even during difficult times,surprise
i still feel vaguely surprised me when i drive past a semi and no longer feel any urge to end it all,surprise
i sigh a way: as for emperor why agree quick marry zuo eagle of prince do i not only don t understand but also feel surprised,surprise
i feel you might be surprised is because i do put on a bit of a front,surprise
i would be reading and i'd feel pleasantly surprised to be hit with a humorous scenario,surprise
i thankfully got proven wrong by my dearest and got to feel extremely surprised by my own reaction,surprise
